"Label (Grouping)","Population 16 years and over","Population 16 years and over!!AGE","Population 16 years and over!!AGE!!16 to 19 years","Population 16 years and over!!AGE!!20 to 24 years","Population 16 years and over!!AGE!!25 to 29 years","Population 16 years and over!!AGE!!30 to 34 years","Population 16 years and over!!AGE!!35 to 44 years","Population 16 years and over!!AGE!!45 to 54 years","Population 16 years and over!!AGE!!55 to 59 years","Population 16 years and over!!AGE!!60 to 64 years","Population 16 years and over!!AGE!!65 to 74 years","Population 16 years and over!!AGE!!75 years and over","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Black or African American alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!American Indian and Alaska Native alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Asian alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Native Hawaiian and Other Pacific Islander alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)","Population 16 years and over!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino","Population 20 to 64 years","Population 20 to 64 years!!SEX","Population 20 to 64 years!!SEX!!Male","Population 20 to 64 years!!SEX!!Female","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17  years","Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children 6 to 17 years only","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level","Population 20 to 64 years!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level","Population 20 to 64 years!!DISABILITY STATUS","Population 20 to 64 years!!DISABILITY STATUS!!With any disability","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"        Estimate","5.3%","","16.7%","10.0%","6.1%","5.1%","4.3%","3.8%","3.6%","3.2%","3.3%","3.2%","","4.4%","11.1%","10.8%","4.9%","3.5%","9.5%","9.7%","9.2%","4.2%","4.9%","","5.2%","4.6%","4.8%","5.4%","6.4%","4.1%","","22.8%","3.6%","","12.5%","","4.3%","9.8%","5.7%","4.4%","2.4%"
"        Margin of Error","±0.1","","±0.5","±0.3","±0.3","±0.2","±0.1","±0.1","±0.2","±0.2","±0.2","±0.4","","±0.1","±0.4","±2.1","±0.3","±3.1","±0.8","±0.6","±0.4","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.4","±0.5","±0.2","","±0.6","±0.1","","±0.4","","±0.1","±0.4","±0.1","±0.1","±0.1"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","876,019","","61,678","77,141","76,012","69,205","123,357","143,093","76,338","71,306","100,027","77,862","","721,666","55,348","4,220","29,871","617","43,011","21,286","116,765","657,920","636,452","","313,895","322,557","104,513","24,896","18,355","61,262","","71,243","550,331","","70,700","","559,311","51,257","151,476","155,876","200,702"
"        Margin of Error","±724","","±885","±582","±353","±457","±515","±474","±1,460","±1,499","±241","±196","","±2,224","±1,400","±671","±654","±213","±2,189","±1,456","±327","±895","±608","","±377","±427","±1,703","±1,303","±1,074","±1,581","","±2,588","±2,592","","±2,065","","±446","±1,778","±3,281","±2,427","±2,883"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.8%","","41.5%","74.3%","84.9%","85.1%","85.2%","82.2%","75.9%","64.7%","29.1%","7.2%","","64.6%","65.9%","67.5%","63.2%","82.5%","67.4%","67.2%","67.4%","64.4%","79.7%","","83.2%","76.4%","79.2%","79.6%","70.7%","81.5%","","45.0%","85.3%","","41.0%","","80.5%","60.2%","75.7%","81.4%","88.6%"
"        Margin of Error","±0.3","","±1.4","±1.5","±1.3","±1.1","±0.7","±0.8","±1.1","±1.2","±1.0","±0.6","","±0.3","±2.1","±5.2","±2.3","±10.9","±2.1","±2.7","±1.2","±0.4","±0.4","","±0.6","±0.6","±0.9","±2.2","±2.6","±1.3","","±1.5","±0.4","","±1.6","","±0.4","±1.6","±0.8","±0.9","±0.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.9%","","34.5%","66.3%","78.4%","79.9%","80.9%","78.7%","73.2%","62.4%","28.1%","7.1%","","61.2%","59.1%","56.9%","59.5%","79.7%","61.8%","59.0%","61.3%","61.2%","75.3%","","77.7%","72.9%","75.7%","76.0%","65.4%","78.7%","","33.5%","81.9%","","36.2%","","76.5%","55.7%","70.5%","77.6%","85.4%"
"        Margin of Error","±0.4","","±1.5","±1.5","±1.5","±1.3","±0.9","±0.9","±1.2","±1.3","±1.0","±0.6","","±0.3","±2.1","±6.9","±2.3","±12.4","±2.1","±3.1","±1.3","±0.3","±0.5","","±0.6","±0.6","±1.1","±2.2","±3.1","±1.3","","±1.4","±0.4","","±1.6","","±0.5","±1.5","±0.9","±0.9","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.4%","","16.7%","9.5%","6.2%","4.9%","4.3%","4.0%","3.5%","3.6%","3.4%","2.5%","","4.7%","9.7%","15.6%","5.2%","0.0%","8.2%","11.3%","8.6%","4.4%","5.0%","","5.5%","4.4%","4.3%","4.4%","7.5%","3.4%","","25.5%","3.6%","","11.6%","","4.4%","7.5%","6.6%","4.2%","2.6%"
"        Margin of Error","±0.3","","±1.7","±1.2","±0.9","±0.8","±0.5","±0.5","±0.5","±0.6","±0.6","±1.1","","±0.2","±1.5","±6.8","±1.2","±7.3","±1.4","±2.6","±1.0","±0.2","±0.3","","±0.4","±0.3","±0.6","±1.5","±1.9","±0.6","","±2.4","±0.2","","±1.3","","±0.2","±1.1","±0.6","±0.3","±0.2"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,044,398","","266,660","330,767","344,409","314,825","609,448","646,916","341,063","326,752","530,935","332,623","","2,784,807","1,056,455","14,381","64,225","2,726","60,644","61,160","192,056","2,665,173","2,914,180","","1,416,689","1,497,491","507,650","116,886","103,145","287,619","","397,615","2,449,909","","358,767","","2,583,413","287,431","736,053","817,165","742,764"
"        Margin of Error","±1,604","","±1,760","±1,389","±995","±1,041","±1,363","±1,046","±3,346","±3,233","±734","±593","","±3,128","±1,856","±972","±924","±500","±3,192","±2,083","±457","±1,258","±1,386","","±1,116","±952","±4,832","±2,767","±2,176","±3,621","","±6,332","±6,545","","±4,868","","±1,062","±5,024","±7,708","±6,057","±7,758"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","60.5%","","40.1%","75.4%","82.7%","83.3%","81.7%","78.4%","68.4%","50.9%","22.1%","6.5%","","60.0%","60.9%","53.9%","65.8%","71.3%","70.9%","64.7%","70.1%","59.5%","75.6%","","79.9%","71.4%","75.4%","73.6%","68.0%","78.7%","","47.7%","81.4%","","37.6%","","75.6%","54.2%","70.4%","78.5%","85.8%"
"        Margin of Error","±0.2","","±0.8","±0.7","±0.5","±0.5","±0.4","±0.4","±0.5","±0.7","±0.4","±0.3","","±0.2","±0.4","±2.6","±1.4","±6.3","±1.8","±1.6","±0.8","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.0","±1.0","±0.6","","±0.7","±0.2","","±0.7","","±0.2","±0.7","±0.4","±0.3","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","56.3%","","30.4%","64.5%","75.2%","77.4%","77.4%","75.2%","65.9%","49.2%","21.5%","6.3%","","56.5%","54.8%","49.5%","61.9%","61.9%","66.9%","56.7%","64.4%","56.1%","70.7%","","74.3%","67.3%","70.7%","68.5%","62.6%","74.5%","","37.2%","77.6%","","32.8%","","71.5%","48.6%","65.7%","74.0%","83.1%"
"        Margin of Error","±0.2","","±0.7","±0.8","±0.6","±0.6","±0.4","±0.4","±0.5","±0.7","±0.4","±0.3","","±0.2","±0.4","±2.6","±1.4","±7.0","±1.9","±1.8","±0.9","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.1","±1.1","±0.6","","±0.7","±0.2","","±0.6","","±0.2","±0.7","±0.4","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.8%","","18.3%","11.1%","7.0%","5.8%","4.4%","3.9%","3.7%","3.5%","2.7%","3.3%","","4.5%","9.1%","7.2%","3.7%","7.2%","4.8%","8.6%","4.9%","4.5%","5.4%","","5.4%","5.4%","5.9%","6.5%","7.6%","5.2%","","21.8%","3.8%","","12.3%","","4.7%","10.4%","6.3%","4.5%","2.2%"
"        Margin of Error","±0.1","","±1.1","±0.6","±0.4","±0.4","±0.2","±0.2","±0.3","±0.3","±0.3","±0.9","","±0.1","±0.4","±2.0","±0.8","±4.8","±0.9","±1.0","±0.5","±0.1","±0.1","","±0.2","±0.2","±0.3","±0.8","±0.8","±0.4","","±0.8","±0.1","","±0.6","","±0.1","±0.6","±0.3","±0.2","±0.2"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","679,043","","46,280","60,370","57,527","56,844","101,565","99,049","59,317","56,557","80,657","60,877","","589,877","12,302","49,392","9,759","384","5,050","12,279","21,029","576,684","491,229","","251,533","239,696","90,083","21,376","20,703","48,004","","58,774","421,860","","49,381","","430,859","31,079","121,257","148,587","129,936"
"        Margin of Error","±712","","±840","±695","±602","±530","±580","±594","±1,234","±1,292","±360","±308","","±821","±448","±696","±400","±140","±547","±738","±275","±462","±852","","±680","±673","±1,323","±943","±797","±1,113","","±1,774","±2,113","","±1,572","","±799","±1,182","±2,147","±1,892","±2,399"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.1%","","52.1%","80.8%","86.4%","85.6%","87.2%","86.1%","79.5%","65.5%","34.3%","8.8%","","69.2%","72.0%","51.2%","74.0%","63.3%","74.6%","69.6%","74.0%","69.1%","82.5%","","85.6%","79.2%","81.7%","77.7%","75.1%","86.3%","","52.0%","88.2%","","56.3%","","82.7%","62.7%","78.1%","84.6%","89.6%"
"        Margin of Error","±0.3","","±1.4","±1.3","±0.7","±1.0","±0.7","±0.6","±1.1","±1.1","±1.1","±0.6","","±0.3","±3.8","±1.2","±2.7","±20.3","±4.8","±2.8","±1.7","±0.3","±0.3","","±0.4","±0.6","±0.8","±1.9","±2.0","±1.0","","±1.4","±0.3","","±1.4","","±0.3","±1.7","±0.7","±0.7","±0.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.4%","","46.2%","74.2%","81.9%","82.4%","84.2%","83.8%","77.8%","64.7%","33.8%","8.7%","","67.2%","67.8%","41.5%","70.1%","56.8%","72.1%","63.8%","67.5%","67.2%","79.4%","","81.6%","77.0%","79.4%","74.3%","72.7%","84.6%","","42.7%","86.0%","","51.7%","","80.1%","57.1%","75.2%","81.9%","88.2%"
"        Margin of Error","±0.3","","±1.3","±1.5","±0.8","±1.1","±0.7","±0.7","±1.1","±1.2","±1.0","±0.6","","±0.4","±3.6","±1.3","±2.9","±19.4","±4.7","±3.0","±2.1","±0.4","±0.4","","±0.5","±0.6","±0.9","±2.0","±2.2","±1.1","","±1.4","±0.3","","±1.6","","±0.4","±1.8","±0.9","±0.7","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.4%","","10.7%","6.5%","4.1%","3.0%","2.8%","2.5%","2.1%","1.2%","1.6%","1.0%","","2.4%","3.8%","18.8%","4.0%","0.0%","1.7%","7.6%","7.3%","2.2%","3.2%","","3.6%","2.6%","2.6%","4.2%","3.0%","1.9%","","17.9%","1.9%","","7.9%","","2.7%","9.0%","3.7%","2.5%","1.0%"
"        Margin of Error","±0.2","","±1.2","±0.9","±0.6","±0.5","±0.3","±0.4","±0.4","±0.3","±0.6","±0.7","","±0.2","±1.9","±1.5","±1.8","±9.8","±1.2","±2.5","±1.9","±0.2","±0.2","","±0.3","±0.2","±0.4","±1.1","±1.0","±0.4","","±1.4","±0.2","","±1.3","","±0.2","±1.5","±0.5","±0.3","±0.2"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,377,153","","341,509","448,251","476,793","434,952","838,241","886,806","451,211","424,266","643,414","431,710","","4,252,945","870,706","15,587","94,335","2,941","60,015","80,624","232,558","4,089,382","3,960,520","","1,942,474","2,018,046","697,536","162,797","135,473","399,266","","545,725","3,333,622","","530,140","","3,512,269","373,509","1,098,519","1,025,259","1,014,982"
"        Margin of Error","±1,904","","±1,988","±1,213","±1,218","±1,126","±1,152","±1,114","±3,115","±3,082","±855","±693","","±3,189","±2,151","±955","±1,050","±345","±2,643","±2,431","±780","±1,591","±1,534","","±1,221","±1,089","±5,744","±3,182","±2,399","±3,962","","±7,886","±8,003","","±5,000","","±1,639","±5,533","±8,002","±6,463","±9,495"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61.4%","","41.2%","76.4%","81.9%","81.4%","80.9%","77.3%","67.8%","52.2%","23.9%","6.8%","","60.5%","64.2%","55.9%","67.3%","68.4%","72.4%","63.8%","72.1%","60.1%","75.2%","","80.0%","70.6%","73.8%","70.7%","64.9%","78.0%","","46.3%","81.3%","","37.6%","","75.0%","51.8%","69.8%","78.0%","86.2%"
"        Margin of Error","±0.1","","±0.7","±0.5","±0.4","±0.5","±0.3","±0.3","±0.5","±0.5","±0.4","±0.2","","±0.1","±0.4","±2.7","±1.0","±7.0","±1.5","±1.2","±0.7","±0.2","±0.2","","±0.2","±0.3","±0.4","±0.9","±1.0","±0.5","","±0.5","±0.1","","±0.6","","±0.2","±0.6","±0.3","±0.3","±0.2"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","57.8%","","34.7%","68.5%","75.4%","76.4%","76.8%","74.3%","65.5%","50.8%","23.2%","6.6%","","57.5%","58.1%","52.0%","64.8%","55.4%","67.9%","58.1%","67.7%","57.1%","71.0%","","75.4%","66.9%","69.6%","65.8%","60.3%","74.3%","","36.2%","78.1%","","33.2%","","71.4%","47.1%","65.6%","74.1%","83.7%"
"        Margin of Error","±0.2","","±0.7","±0.6","±0.5","±0.6","±0.4","±0.3","±0.5","±0.5","±0.4","±0.2","","±0.2","±0.4","±2.9","±1.1","±6.2","±1.5","±1.1","±0.8","±0.2","±0.2","","±0.3","±0.3","±0.4","±0.9","±1.1","±0.5","","±0.6","±0.2","","±0.6","","±0.2","±0.6","±0.3","±0.3","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.3%","","15.7%","9.2%","6.7%","5.2%","4.4%","3.6%","3.3%","2.5%","2.9%","3.3%","","4.5%","8.9%","5.2%","3.3%","16.9%","5.5%","7.8%","4.7%","4.5%","4.9%","","4.7%","5.1%","5.5%","6.8%","7.0%","4.6%","","21.7%","3.3%","","11.3%","","4.4%","9.1%","5.8%","4.2%","2.2%"
"        Margin of Error","±0.1","","±0.8","±0.4","±0.4","±0.3","±0.2","±0.2","±0.2","±0.2","±0.3","±0.7","","±0.1","±0.3","±1.5","±0.5","±7.0","±0.9","±1.1","±0.5","±0.1","±0.1","","±0.1","±0.2","±0.3","±0.7","±0.7","±0.3","","±0.8","±0.1","","±0.6","","±0.1","±0.5","±0.2","±0.2","±0.1"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,736,238","","1,607,428","1,997,256","2,104,191","2,049,991","3,823,085","3,526,243","1,673,637","1,491,880","2,081,849","1,380,678","","16,216,837","2,641,668","111,381","1,082,498","20,154","1,218,664","445,036","7,885,257","9,800,605","16,666,283","","8,338,818","8,327,465","3,257,868","715,834","712,543","1,829,491","","2,053,569","14,262,033","","1,580,052","","14,669,027","2,239,400","3,621,456","4,311,190","4,496,981"
"        Margin of Error","±4,040","","±4,540","±2,342","±1,748","±1,859","±2,584","±2,243","±6,999","±7,276","±1,456","±1,120","","±14,118","±4,571","±3,591","±3,189","±798","±14,129","±8,405","±2,419","±3,068","±2,884","","±2,262","±2,039","±14,422","±7,765","±6,488","±11,904","","±16,697","±17,104","","±8,910","","±2,668","±16,612","±21,143","±14,783","±29,654"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","64.7%","","34.8%","73.2%","81.1%","80.9%","81.2%","79.8%","71.9%","57.9%","27.9%","7.4%","","64.0%","65.9%","64.8%","66.6%","65.4%","68.4%","66.8%","66.2%","62.9%","76.9%","","83.8%","70.0%","69.1%","66.0%","60.0%","73.8%","","50.8%","82.2%","","45.2%","","77.4%","64.7%","72.5%","79.2%","85.9%"
"        Margin of Error","±0.1","","±0.4","±0.3","±0.2","±0.2","±0.2","±0.2","±0.3","±0.3","±0.2","±0.1","","±0.1","±0.3","±1.1","±0.4","±2.7","±0.3","±0.6","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.5","±0.5","±0.3","","±0.3","±0.1","","±0.3","","±0.1","±0.3","±0.2","±0.1","±0.1"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","61.0%","","28.4%","65.3%","75.7%","76.6%","77.6%","76.8%","69.3%","55.9%","27.0%","7.2%","","60.7%","60.1%","59.9%","63.6%","59.1%","64.8%","61.5%","62.4%","59.8%","72.8%","","79.1%","66.5%","65.6%","62.1%","56.4%","70.5%","","42.4%","78.8%","","40.4%","","73.8%","61.1%","68.6%","75.2%","83.1%"
"        Margin of Error","±0.1","","±0.3","±0.3","±0.3","±0.2","±0.2","±0.2","±0.3","±0.3","±0.2","±0.1","","±0.1","±0.3","±1.1","±0.4","±2.8","±0.3","±0.7","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.2","±0.5","±0.5","±0.3","","±0.3","±0.1","","±0.3","","±0.1","±0.3","±0.2","±0.2","±0.2"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5.1%","","17.0%","9.0%","5.6%","4.5%","3.9%","3.6%","3.6%","3.4%","3.4%","2.8%","","4.6%","7.8%","6.7%","4.0%","6.0%","5.0%","6.5%","5.4%","4.1%","4.7%","","4.5%","4.8%","4.9%","5.7%","5.8%","4.4%","","16.4%","3.6%","","10.2%","","4.1%","5.5%","5.1%","4.3%","2.7%"
"        Margin of Error","±0.1","","±0.4","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.4","","±0.1","±0.2","±0.7","±0.2","±1.8","±0.2","±0.5","±0.1","±0.1","±0.1","","±0.1","±0.1","±0.1","±0.3","±0.3","±0.1","","±0.3","±0.1","","±0.3","","±0.1","±0.2","±0.1","±0.1","±0.1"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,273,074","","192,614","256,408","236,994","219,756","422,088","316,980","149,571","144,714","200,001","133,948","","1,983,586","25,517","24,916","59,935","20,236","108,135","50,749","289,117","1,817,121","1,746,511","","882,948","863,563","371,149","84,142","100,327","186,680","","162,466","1,557,584","","146,980","","1,490,103","114,135","332,062","530,187","513,719"
"        Margin of Error","±1,158","","±1,385","±840","±511","±532","±663","±586","±1,932","±1,896","±399","±278","","±3,702","±852","±1,002","±981","±676","±3,419","±2,014","±532","±1,044","±795","","±640","±607","±3,011","±1,953","±1,671","±2,233","","±3,812","±3,942","","±2,176","","±686","±2,862","±4,164","±4,376","±5,044"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","68.5%","","52.9%","82.6%","82.2%","79.5%","82.0%","82.8%","76.0%","61.2%","27.2%","6.7%","","68.1%","69.5%","60.3%","69.2%","71.8%","74.9%","74.1%","73.8%","67.6%","79.7%","","88.1%","71.1%","65.0%","61.6%","50.3%","74.4%","","57.0%","82.9%","","53.0%","","79.2%","70.1%","76.1%","78.2%","84.2%"
"        Margin of Error","±0.2","","±0.7","±0.6","±0.7","±0.6","±0.4","±0.5","±0.6","±0.7","±0.6","±0.3","","±0.2","±1.9","±2.0","±1.2","±2.4","±1.1","±1.3","±0.6","±0.2","±0.2","","±0.2","±0.3","±0.5","±1.1","±1.0","±0.7","","±0.9","±0.2","","±0.7","","±0.2","±0.9","±0.6","±0.3","±0.3"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.9%","","46.7%","77.8%","79.4%","76.5%","79.8%","80.5%","74.4%","59.6%","26.7%","6.6%","","65.6%","64.1%","54.8%","66.5%","67.5%","71.6%","69.2%","70.6%","65.2%","77.0%","","85.0%","68.9%","63.2%","59.7%","48.5%","72.7%","","49.8%","80.7%","","48.5%","","76.9%","66.1%","73.3%","76.0%","82.5%"
"        Margin of Error","±0.2","","±0.8","±0.7","±0.7","±0.6","±0.4","±0.5","±0.7","±0.7","±0.6","±0.3","","±0.2","±1.9","±2.1","±1.3","±2.6","±1.0","±1.2","±0.6","±0.2","±0.2","","±0.3","±0.3","±0.5","±1.2","±1.1","±0.7","","±0.9","±0.2","","±0.8","","±0.2","±1.0","±0.6","±0.4","±0.3"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.6%","","11.7%","5.3%","3.0%","3.3%","2.4%","2.6%","2.2%","2.5%","1.7%","1.7%","","3.3%","6.4%","9.0%","3.5%","5.7%","4.3%","5.9%","4.2%","3.3%","3.1%","","3.1%","3.0%","2.6%","2.9%","3.4%","2.2%","","12.5%","2.4%","","8.4%","","2.7%","5.7%","3.7%","2.4%","1.8%"
"        Margin of Error","±0.1","","±0.8","±0.4","±0.3","±0.3","±0.2","±0.2","±0.3","±0.4","±0.3","±0.8","","±0.1","±1.4","±1.6","±0.8","±2.0","±0.6","±1.0","±0.4","±0.1","±0.1","","±0.2","±0.2","±0.2","±0.5","±0.6","±0.3","","±0.7","±0.1","","±0.7","","±0.1","±0.6","±0.3","±0.2","±0.1"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","522,206","","35,566","46,180","37,030","36,003","70,156","83,736","47,971","48,300","70,829","46,435","","494,767","6,354","1,881","8,876","302","1,798","8,228","9,220","488,164","369,376","","183,326","186,050","57,062","13,283","10,300","33,479","","40,371","320,026","","43,382","","323,196","20,518","90,741","86,683","125,254"
"        Margin of Error","±389","","±460","±383","±303","±312","±331","±303","±746","±731","±249","±166","","±487","±277","±289","±463","±134","±307","±522","±88","±346","±388","","±372","±309","±1,007","±618","±629","±837","","±1,703","±1,778","","±1,433","","±421","±1,054","±1,610","±1,488","±1,959"
"    Labor Force Participation Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","65.5%","","44.9%","77.2%","86.8%","85.1%","85.8%","84.7%","78.0%","65.3%","33.0%","8.5%","","65.4%","73.4%","51.7%","68.9%","47.7%","72.7%","60.2%","70.2%","65.4%","80.8%","","82.4%","79.3%","81.8%","79.2%","72.1%","85.9%","","47.9%","86.1%","","46.3%","","81.4%","57.0%","76.7%","81.6%","88.6%"
"        Margin of Error","±0.4","","±1.7","±1.4","±1.1","±1.3","±0.8","±0.8","±1.1","±1.0","±0.9","±0.6","","±0.3","±3.7","±6.5","±3.8","±23.1","±5.6","±3.2","±2.5","±0.3","±0.4","","±0.6","±0.5","±0.9","±2.0","±2.8","±1.1","","±1.7","±0.4","","±1.4","","±0.4","±2.2","±0.9","±0.9","±0.5"
"    Employment/Population Ratio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","63.0%","","39.7%","71.6%","82.8%","82.1%","83.5%","82.6%","75.9%","63.7%","32.3%","8.3%","","63.0%","70.0%","49.4%","66.6%","47.7%","65.2%","56.6%","66.3%","63.0%","78.0%","","79.0%","77.1%","79.6%","77.3%","69.9%","83.5%","","40.7%","83.8%","","42.8%","","78.9%","52.0%","73.8%","79.5%","86.6%"
"        Margin of Error","±0.4","","±1.5","±1.6","±1.4","±1.4","±0.9","±0.8","±1.2","±1.0","±0.9","±0.6","","±0.4","±4.1","±7.1","±4.0","±23.1","±6.8","±3.3","±2.5","±0.4","±0.5","","±0.6","±0.6","±1.0","±2.0","±2.7","±1.1","","±1.7","±0.4","","±1.4","","±0.4","±2.1","±0.9","±0.9","±0.6"
"    Unemployment rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3.6%","","11.6%","7.0%","4.4%","3.3%","2.4%","2.4%","2.8%","2.4%","2.2%","2.6%","","3.5%","4.4%","4.4%","3.2%","0.0%","10.4%","5.6%","5.4%","3.5%","3.3%","","3.9%","2.7%","2.7%","2.4%","2.8%","2.7%","","14.9%","2.4%","","7.4%","","2.8%","8.5%","3.6%","2.3%","2.0%"
"        Margin of Error","±0.2","","±1.8","±1.0","±0.8","±0.6","±0.4","±0.3","±0.4","±0.6","±0.6","±1.4","","±0.2","±2.1","±4.4","±1.4","±12.9","±8.1","±2.1","±1.9","±0.2","±0.2","","±0.3","±0.3","±0.5","±0.8","±1.1","±0.7","","±1.9","±0.2","","±1.2","","±0.2","±1.6","±0.4","±0.3","±0.3"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
